Date,Close,Open,High,Low,Volume,sma_10,sma_20,ema_10,ema_20,rsi_7,rsi_9,rsi_14
2018-10-04,993.61,990.49,993.78,989.06,74040.0,987.62,972.38,985.63,976.94,67.98,77.18,76.64
2018-10-05,980.75,993.61,993.61,980.75,74560.0,988.25,974.14,984.75,977.3,44.91,43.46,69.6
2018-10-08,970.28,979.27,979.27,968.61,71310.0,986.72,975.49,982.12,976.63,26.73,34.21,57.18
2018-10-09,967.37,970.21,974.29,966.68,63820.0,984.95,975.91,979.44,975.75,14.76,32.69,53.19
2018-10-10,966.27,967.37,970.51,961.7,63520.0,983.14,976.29,977.04,974.85,16.1,24.36,46.27
2018-10-11,920.02,959.12,959.12,911.69,136880.0,976.19,974.43,966.67,969.63,7.22,6.65,25.01
2018-10-12,943.49,918.83,943.73,908.74,78660.0,971.07,973.59,962.46,967.14,26.46,27.73,32.63
2018-10-15,928.55,943.51,943.62,927.6,41830.0,964.88,972.33,956.29,963.46,20.96,24.8,29.15
2018-10-16,939.41,928.46,939.41,926.96,42660.0,960.04,971.31,953.22,961.17,31.21,29.67,34.57
2018-10-17,945.91,940.29,949.41,940.29,51480.0,955.57,970.47,951.89,959.72,38.51,31.56,35.21
2018-10-18,937.54,945.92,945.92,936.22,45080.0,949.96,968.79,949.28,957.61,36.62,32.7,30.98
2018-10-19,931.69,937.47,937.47,920.28,47140.0,945.05,966.65,946.09,955.14,35.13,33.95,30.66
2018-10-22,922.75,931.66,938.02,922.75,41150.0,940.3,963.51,941.84,952.05,51.73,32.33,29.42
2018-10-23,908.0,919.49,919.49,893.34,72790.0,934.36,959.66,935.69,947.86,24.73,29.18,25.75
2018-10-24,896.5,908.0,909.4,896.5,48110.0,927.39,955.26,928.56,942.97,26.0,38.82,22.84
2018-10-25,888.86,896.39,896.39,860.13,56980.0,924.27,950.23,921.35,937.81,10.23,19.43,23.53
2018-10-26,881.06,890.71,897.48,881.06,45670.0,918.03,944.55,914.02,932.41,0.0,21.12,23.89
2018-10-29,874.43,881.06,881.87,870.36,41650.0,912.62,938.75,906.82,926.89,0.0,8.34,23.38
2018-10-30,874.06,872.69,881.83,868.29,37880.0,906.08,933.06,900.87,921.86,0.0,0.0,23.48
2018-10-31,901.57,874.06,901.93,874.06,60480.0,901.65,928.61,900.99,919.92,36.1,30.23,44.05
2018-11-01,887.72,901.57,901.57,885.58,39450.0,896.66,923.31,898.58,916.86,36.53,27.79,30.84
2018-11-02,903.43,889.81,905.65,889.81,55630.0,893.84,919.45,899.46,915.58,54.36,40.87,41.41
2018-11-05,904.83,903.24,904.83,894.88,33820.0,892.05,916.17,900.44,914.55,60.9,48.28,37.36
2018-11-06,899.61,905.34,909.19,899.61,37080.0,891.21,912.78,900.29,913.13,63.12,51.81,32.92
2018-11-07,899.25,900.47,903.15,892.79,45540.0,891.48,909.43,900.1,911.81,69.26,56.59,34.99
2018-11-08,900.4,901.42,909.69,899.65,31120.0,892.64,908.45,900.15,910.72,70.2,63.39,37.26
2018-11-09,885.65,900.4,900.4,885.65,38610.0,893.1,905.56,897.52,908.33,34.82,56.98,35.58
2018-11-12,888.2,883.49,889.06,875.29,33820.0,894.47,903.54,895.82,906.42,50.58,58.57,41.5
2018-11-13,873.87,888.2,888.2,873.87,39560.0,894.45,900.27,891.83,903.32,12.83,30.02,40.51
2018-11-14,871.55,873.87,880.65,868.63,46150.0,891.45,896.55,888.14,900.29,9.1,36.01,42.4
2018-11-15,864.98,871.55,874.87,859.86,42380.0,889.18,892.92,883.93,896.93,8.8,10.48,42.87
2018-11-16,869.24,865.03,874.94,863.89,40660.0,885.76,889.8,881.26,894.29,17.33,15.45,47.65
2018-11-19,888.76,869.24,888.76,869.24,39850.0,884.15,888.1,882.62,893.76,40.95,41.76,55.68
2018-11-20,893.09,886.36,893.09,883.8,43540.0,883.5,887.35,884.53,893.7,56.9,45.59,46.01
2018-11-21,897.1,888.54,897.1,880.83,38920.0,883.28,887.38,886.81,894.02,58.04,47.73,54.86
2018-11-22,898.9,897.28,900.77,896.18,39230.0,883.13,887.88,889.01,894.49,79.23,61.1,47.26
2018-11-23,890.62,898.05,899.37,889.78,37260.0,883.63,888.36,889.3,894.12,69.55,51.85,42.06
2018-11-26,895.05,889.88,896.12,886.76,25040.0,884.32,889.39,890.35,894.21,82.24,69.07,47.43
2018-11-27,895.3,895.07,903.78,893.96,32750.0,886.46,890.46,891.25,894.31,80.57,72.22,47.77
2018-11-28,901.4,894.66,901.4,894.27,29500.0,889.44,890.45,893.09,894.99,71.64,84.37,50.53
2018-11-29,897.58,901.48,910.48,897.58,40280.0,892.7,890.94,893.91,895.23,57.83,76.97,57.22
2018-11-30,894.79,897.48,898.69,890.41,54630.0,895.26,890.51,894.07,895.19,45.8,58.42,53.98
2018-12-03,921.72,896.5,921.72,896.5,63630.0,898.56,891.35,899.1,897.72,71.69,74.51,75.08
2018-12-04,927.46,921.74,929.33,920.2,52510.0,901.99,892.75,904.25,900.55,86.8,75.24,78.29
2018-12-05,925.68,927.39,928.9,915.9,61080.0,904.85,894.07,908.15,902.94,82.3,72.27,82.27
2018-12-06,922.86,925.58,928.64,916.63,55210.0,907.25,895.19,910.82,904.84,77.57,79.49,78.95
2018-12-07,929.59,923.9,933.29,923.9,51430.0,911.14,897.39,914.24,907.2,77.85,80.32,75.58
2018-12-10,922.82,928.96,928.96,921.59,48780.0,913.92,899.12,915.8,908.69,73.56,71.68,68.07
2018-12-11,922.34,922.58,925.43,915.68,43570.0,916.62,901.54,916.99,909.99,76.88,68.1,66.03
2018-12-12,927.7,922.43,927.7,922.41,37560.0,919.25,904.35,918.93,911.67,60.07,75.35,67.5
2018-12-13,928.9,928.21,935.33,927.92,46590.0,922.39,907.54,920.75,913.31,52.86,79.5,75.45
2018-12-14,918.79,928.84,928.84,918.19,48410.0,924.79,910.02,920.39,913.84,39.71,46.43,64.68
2018-12-17,901.41,914.97,914.97,901.33,47290.0,922.75,910.66,916.94,912.65,27.67,25.25,53.12
2018-12-18,890.68,901.31,901.31,881.76,52310.0,919.08,910.53,912.17,910.56,12.61,21.58,44.78
2018-12-19,882.79,890.78,891.69,877.63,52150.0,914.79,909.82,906.82,907.91,12.34,19.94,43.07
2018-12-20,877.03,880.4,883.76,876.15,38050.0,910.2,908.73,901.41,904.97,11.23,9.99,41.9
2018-12-21,873.09,877.02,877.02,866.09,45670.0,904.56,907.85,896.26,901.94,2.1,10.44,21.95
2018-12-24,873.64,873.14,879.74,872.99,31110.0,899.64,906.78,892.15,899.24,0.98,11.3,16.98
2018-12-25,865.69,873.56,873.56,850.33,51480.0,893.97,905.3,887.34,896.05,1.01,2.67,15.79
2018-12-26,861.02,865.69,867.88,860.52,32710.0,887.3,903.28,882.55,892.71,1.33,0.8,15.46
2018-12-27,865.45,861.53,872.73,861.53,35750.0,880.96,901.67,879.44,890.11,14.15,7.87,13.23
2018-12-28,854.99,866.04,868.62,854.99,38260.0,874.58,899.68,875.0,886.77,13.19,8.83,12.69
2019-01-02,855.66,854.99,864.64,852.79,34100.0,870.0,896.38,871.48,883.81,17.29,12.2,13.4
2019-01-03,838.79,855.66,856.21,834.81,50050.0,864.82,891.95,865.54,879.52,12.39,10.22,6.68
2019-01-04,840.17,838.79,842.05,821.83,37440.0,860.55,887.67,860.92,875.77,13.96,13.81,6.84
2019-01-07,851.41,840.17,858.69,840.17,30670.0,857.99,884.1,859.19,873.45,35.64,31.38,17.58
2019-01-08,845.43,851.2,852.92,841.86,27920.0,855.22,879.89,856.69,870.78,34.72,27.84,19.75
2019-01-09,855.51,845.53,856.87,845.25,37200.0,853.41,876.52,856.48,869.33,41.23,42.26,30.86
2019-01-10,857.95,855.39,859.93,852.96,32830.0,852.64,873.3,856.74,868.24,53.04,47.58,35.63
2019-01-11,860.3,857.84,862.88,857.67,34660.0,852.57,869.94,857.39,867.49,54.61,45.81,39.92
2019-01-14,859.42,860.4,860.4,854.71,32410.0,851.96,866.46,857.76,866.72,80.03,54.27,41.45
2019-01-15,865.1,859.42,865.26,856.04,33590.0,852.97,863.78,859.09,866.57,82.25,58.3,44.98
2019-01-16,864.29,865.0,868.41,861.18,33030.0,853.84,861.92,860.04,866.35,72.82,81.22,49.1
2019-01-17,853.34,864.15,864.15,853.34,31740.0,855.29,860.05,858.82,865.11,61.92,63.06,45.44
2019-01-18,854.79,853.34,859.95,853.34,28300.0,856.75,858.65,858.09,864.13,48.53,54.16,43.44
2019-01-21,864.1,855.0,865.59,855.0,46180.0,858.02,858.01,859.18,864.12,59.78,71.24,55.69
2019-01-22,859.17,864.1,865.92,859.09,36100.0,859.4,857.31,859.18,863.65,48.34,54.72,52.08
2019-01-23,861.73,859.26,864.83,856.77,35620.0,860.02,856.72,859.64,863.47,53.24,54.86,66.38
2019-01-24,865.52,861.63,866.49,861.04,35100.0,860.78,856.71,860.71,863.66,50.62,56.47,67.49
2019-01-25,867.7,865.44,869.53,865.44,34850.0,861.52,857.04,861.98,864.05,54.85,59.94,62.85
2019-01-28,868.76,867.6,871.56,865.9,24720.0,862.45,857.21,863.21,864.5,80.5,54.94,69.95
2019-01-29,872.03,868.81,872.03,863.22,30050.0,863.14,858.06,864.82,865.22,81.81,59.8,65.99
2019-01-30,869.16,872.01,872.01,867.92,33260.0,863.63,858.73,865.61,865.59,62.25,75.18,60.76
2019-01-31,866.06,869.38,874.09,863.85,46950.0,864.9,860.1,865.69,865.64,68.3,67.04,55.45
2019-02-01,859.81,866.01,868.15,859.38,41900.0,865.4,861.08,864.62,865.08,45.74,42.85,50.33
2019-02-11,878.67,862.2,878.67,862.2,39940.0,866.86,862.44,867.17,866.37,67.49,72.19,59.5
2019-02-12,888.33,878.69,890.16,878.68,62160.0,869.78,864.59,871.02,868.47,72.89,76.06,64.98
2019-02-13,897.42,888.33,897.42,887.6,65640.0,873.35,866.68,875.82,871.22,76.99,78.31,78.12
2019-02-14,900.12,897.42,904.11,897.3,50280.0,876.81,868.79,880.24,873.98,76.74,78.51,78.46
2019-02-15,897.74,900.14,903.11,895.13,50970.0,879.81,870.66,883.42,876.24,77.46,74.91,73.14
2019-02-18,904.93,899.75,904.93,899.74,51220.0,883.43,872.94,887.33,878.97,84.62,76.49,80.52
2019-02-19,907.82,905.09,915.31,905.09,78090.0,887.01,875.07,891.06,881.72,95.49,81.12,80.61
2019-02-20,911.8,907.82,913.51,906.64,53100.0,891.27,877.45,894.83,884.58,93.72,86.3,80.66
2019-02-21,926.09,912.83,926.09,911.38,63250.0,897.27,881.09,900.51,888.54,94.4,96.65,83.33
2019-02-22,929.5,926.3,934.65,920.78,74940.0,904.24,884.82,905.78,892.44,93.54,95.72,83.77
2019-02-25,939.47,929.57,944.01,929.57,68470.0,910.32,888.59,911.91,896.92,94.6,95.74,84.89
2019-02-26,929.51,939.56,941.45,922.93,58440.0,914.44,892.11,915.11,900.02,80.73,78.26,79.09
2019-02-27,930.54,929.51,935.76,928.59,54960.0,917.75,895.55,917.91,902.93,78.12,77.6,81.71
2019-02-28,904.98,930.37,930.81,904.98,71560.0,918.24,897.52,915.56,903.12,47.92,54.62,68.67
2019-03-01,915.32,904.96,915.99,904.96,39640.0,920.0,899.9,915.52,904.28,52.36,56.38,66.3
2019-03-04,928.42,915.39,929.28,915.39,51480.0,922.34,902.89,917.86,906.58,51.59,61.24,67.3
2019-03-05,923.66,928.25,931.23,922.05,56230.0,923.93,905.47,918.92,908.21,46.09,56.42,61.76
2019-03-06,923.58,923.66,926.32,916.89,36430.0,925.11,908.19,919.77,909.67,37.74,48.4,60.77
2019-03-07,922.29,923.77,930.79,922.29,51390.0,924.73,911.0,920.22,910.88,43.57,45.26,61.38
2019-03-08,914.74,922.16,922.16,913.39,41840.0,923.25,913.75,919.23,911.24,37.4,33.22,54.53
2019-03-11,916.24,915.0,918.73,911.88,32010.0,920.93,915.62,918.68,911.72,64.58,39.83,53.94
2019-03-12,929.86,919.21,929.86,919.21,59910.0,920.96,917.7,920.72,913.45,67.35,49.56,57.75
2019-03-13,935.41,929.86,939.17,929.86,72240.0,921.45,919.6,923.39,915.54,60.17,76.33,54.33
2019-03-14,934.42,935.41,937.82,931.33,51530.0,924.39,921.32,925.39,917.34,67.59,69.72,52.34
2019-03-15,927.06,934.87,934.87,924.45,72930.0,925.57,922.78,925.7,918.26,54.6,48.41,43.96
2019-03-18,932.75,927.16,935.16,926.85,61800.0,926.0,924.17,926.98,919.64,62.38,60.42,51.65
2019-03-19,927.56,933.56,935.67,924.91,56480.0,926.39,925.16,927.08,920.4,66.07,54.08,48.55
2019-03-20,924.12,927.54,927.54,914.77,59410.0,926.44,925.78,926.55,920.75,59.42,51.8,61.89
2019-03-21,907.87,924.22,928.32,907.87,53920.0,925.0,924.86,923.15,919.52,25.28,44.24,45.69
2019-03-22,912.27,907.94,914.69,906.64,46660.0,924.76,924.0,921.17,918.83,23.29,46.82,39.6
2019-03-25,893.4,912.1,912.1,889.17,53510.0,922.47,921.7,916.12,916.41,16.49,23.09,33.51
2019-03-26,894.58,893.78,901.81,892.47,38010.0,918.94,919.95,912.21,914.33,20.48,17.78,34.39
2019-03-27,901.76,895.71,903.35,895.71,32700.0,915.58,918.51,910.31,913.13,22.58,26.52,39.61
2019-03-28,901.65,901.51,903.88,898.17,31100.0,912.3,918.35,908.73,912.04,24.81,29.61,42.83
2019-03-29,900.13,901.65,906.84,900.13,45010.0,909.61,917.59,907.17,910.91,25.77,21.95,41.18
2019-04-01,905.87,900.17,905.94,900.17,40150.0,906.92,916.46,906.93,910.43,47.44,31.52,35.63
2019-04-02,903.59,907.18,912.94,902.43,35220.0,904.52,915.46,906.32,909.78,38.23,32.16,30.16
2019-04-03,901.5,903.59,903.59,897.47,34510.0,902.26,914.35,905.45,908.99,70.15,42.66,29.75
2019-04-04,904.33,901.5,906.29,900.97,32080.0,901.91,913.46,905.24,908.54,72.41,40.5,35.2
2019-04-05,904.69,904.33,905.76,902.77,30170.0,901.15,912.95,905.14,908.18,59.81,74.24,30.36
2019-04-08,906.55,904.92,907.2,900.97,33280.0,902.46,912.47,905.4,908.02,64.69,74.97,34.58
2019-04-09,900.07,906.46,908.94,898.8,42510.0,903.01,910.98,904.43,907.26,49.86,46.37,33.1
2019-04-10,893.19,899.91,899.91,887.75,34640.0,902.16,908.87,902.39,905.92,22.17,35.92,38.12
2019-04-11,896.04,893.6,896.68,892.62,24750.0,901.6,906.95,901.23,904.98,33.83,43.48,36.53
2019-04-12,893.1,895.95,895.95,891.71,27810.0,900.89,905.25,899.75,903.85,32.64,27.65,49.66
2019-04-16,887.76,890.81,890.81,877.38,36540.0,899.08,903.0,897.57,902.32,18.98,24.98,42.96
2019-04-17,885.66,886.65,891.78,885.64,34640.0,897.29,900.91,895.41,900.73,16.56,24.97,31.44
2019-04-18,877.02,884.29,887.48,876.2,39360.0,894.84,898.55,892.06,898.47,8.09,13.54,26.28
2019-04-19,880.52,877.07,884.77,877.07,26150.0,892.46,897.18,889.97,896.76,19.69,20.23,31.81
2019-04-22,878.23,880.9,880.9,873.55,34290.0,889.81,895.48,887.83,895.0,22.96,15.48,22.6
2019-04-23,878.29,878.38,881.67,875.05,37900.0,886.99,894.73,886.1,893.41,14.31,18.53,23.77
2019-04-24,888.65,877.97,889.02,877.97,35010.0,885.85,894.43,886.56,892.95,43.11,44.04,38.63
2019-04-25,885.65,888.57,888.91,883.72,29180.0,885.09,893.62,886.4,892.26,46.48,36.41,33.52
2019-04-26,890.55,885.47,890.69,882.58,34570.0,884.54,893.07,887.15,892.1,57.47,46.83,38.45
2019-05-02,893.87,890.6,893.89,889.61,36440.0,884.62,892.76,888.37,892.26,80.71,58.0,39.88
2019-05-03,895.42,893.8,895.7,889.2,47860.0,885.39,892.23,889.65,892.57,79.24,62.97,45.97
2019-05-06,878.8,893.83,893.83,875.71,41220.0,884.7,890.99,887.68,891.25,50.72,51.95,39.34
2019-05-07,877.02,880.06,885.23,876.18,36430.0,884.7,889.77,885.74,889.9,48.47,46.01,35.68
2019-05-08,872.78,872.22,874.89,867.18,38550.0,883.93,888.19,883.39,888.27,27.59,44.05,34.99
2019-05-09,871.5,872.71,875.89,868.73,39320.0,883.25,886.53,881.22,886.67,29.0,42.78,37.23
2019-05-10,876.45,871.28,877.59,871.28,34860.0,883.07,885.03,880.36,885.7,29.1,35.35,43.07
2019-05-13,879.64,876.16,879.64,874.68,37920.0,882.17,884.01,880.23,885.12,28.83,42.82,52.15
2019-05-14,882.67,879.14,882.67,871.96,39070.0,881.87,883.48,880.67,884.89,31.83,40.14,51.77
2019-05-15,893.22,882.99,893.68,882.99,46180.0,882.14,883.34,882.95,885.68,74.84,49.31,60.89
2019-05-16,891.93,893.7,896.34,891.93,39250.0,881.94,883.28,884.58,886.28,76.13,46.28,59.73
2019-05-17,890.53,892.93,893.44,888.56,40030.0,881.45,883.42,885.67,886.68,84.55,68.5,51.54
2019-05-20,901.06,890.16,901.06,888.12,42540.0,883.68,884.19,888.46,888.05,92.3,79.71,61.23
2019-05-21,901.36,901.79,907.64,900.97,43010.0,886.11,885.41,890.81,889.32,91.12,89.13,58.44
2019-05-22,897.66,901.49,906.99,897.27,43390.0,888.6,886.26,892.05,890.11,79.25,83.59,52.94
2019-05-23,895.07,897.66,899.02,892.08,30510.0,890.96,887.11,892.6,890.58,70.42,75.45,49.73
2019-05-24,884.48,894.22,898.24,884.48,44870.0,891.76,887.42,891.13,890.0,35.63,55.5,54.78
2019-05-27,889.2,884.29,889.45,883.95,29660.0,892.72,887.44,890.78,889.93,45.97,57.15,59.77
2019-05-28,885.27,888.8,891.61,883.53,30930.0,892.98,887.42,889.77,889.48,42.77,39.82,60.06
2019-05-29,883.52,886.12,886.98,882.0,33830.0,892.01,887.07,888.64,888.92,18.2,39.36,59.61
2019-05-30,883.37,883.51,888.68,879.58,29870.0,891.15,886.55,887.68,888.39,17.21,40.64,55.99
2019-05-31,876.29,883.39,884.75,875.77,34300.0,889.73,885.59,885.61,887.24,15.32,14.42,47.28
2019-06-03,864.08,875.64,875.64,858.64,51470.0,886.03,884.85,881.69,885.03,11.67,10.1,36.87
2019-06-04,864.35,864.27,868.67,857.94,32530.0,882.33,884.22,878.54,883.06,16.57,11.53,26.14
2019-06-05,863.69,866.79,871.91,863.69,27110.0,878.93,883.77,875.84,881.22,1.04,12.06,26.42
2019-06-06,861.31,863.81,865.16,851.47,38240.0,875.56,883.26,873.2,879.32,1.1,15.05,25.99
2019-06-07,869.56,860.64,869.56,860.64,33450.0,874.06,882.91,872.54,878.39,27.48,23.23,23.11
2019-06-10,872.49,869.68,877.45,866.79,44470.0,872.39,882.56,872.53,877.83,33.9,32.09,26.42
2019-06-11,870.91,872.49,874.32,870.0,29460.0,870.96,881.97,872.23,877.17,40.49,32.24,27.37
2019-06-12,865.42,870.48,871.64,865.42,32450.0,869.15,880.58,871.0,876.05,53.11,28.03,26.08
2019-06-13,859.68,865.29,865.29,857.72,32320.0,866.78,878.97,868.94,874.49,41.36,28.98,28.3
2019-06-14,861.65,859.53,864.29,859.08,34400.0,865.31,877.52,867.61,873.27,46.4,45.85,24.67
2019-06-17,852.99,861.37,862.36,851.14,40070.0,864.2,875.12,864.95,871.34,37.98,34.92,22.7
2019-06-18,848.17,852.62,853.95,845.4,43000.0,862.59,872.46,861.9,869.13,15.71,31.44,21.58
2019-06-19,854.34,850.34,854.81,850.34,39850.0,861.65,870.29,860.53,867.72,23.64,42.36,28.72
2019-06-20,864.59,854.9,867.91,853.96,53360.0,861.98,868.77,861.27,867.42,42.67,44.78,41.8
2019-06-21,866.53,864.59,870.35,864.44,72300.0,861.68,867.87,862.22,867.34,51.4,43.61,52.0
2019-06-24,868.94,866.63,873.33,866.63,40700.0,861.32,866.86,863.44,867.49,62.78,47.92,53.63
2019-06-25,868.5,867.73,870.37,866.25,38480.0,861.08,866.02,864.36,867.59,59.87,53.63,53.82
2019-06-26,866.81,868.16,870.52,865.67,41570.0,861.22,865.18,864.81,867.51,74.93,59.3,54.41
2019-06-27,854.41,866.84,867.08,854.41,44970.0,860.69,863.74,862.92,866.27,58.84,42.58,38.61
2019-06-28,864.24,854.49,864.24,847.77,43760.0,860.95,863.13,863.16,866.07,62.71,61.26,44.38
2019-07-01,876.26,864.24,876.39,864.24,49230.0,863.28,863.74,865.54,867.04,64.33,74.58,53.19
2019-07-02,872.92,876.27,877.08,870.71,38740.0,865.75,864.17,866.88,867.6,57.58,67.1,54.59
2019-07-03,869.58,872.92,872.92,865.59,42590.0,867.28,864.46,867.37,867.79,50.74,55.26,56.24
2019-07-04,879.72,869.58,879.72,869.58,49310.0,868.79,865.39,869.62,868.93,60.63,61.86,60.33
2019-07-05,880.23,879.49,882.19,876.28,41270.0,870.16,865.92,871.55,870.0,63.01,60.51,67.18
2019-07-08,870.92,878.96,878.96,867.35,44400.0,870.36,865.84,871.43,870.09,67.02,51.93,63.58
2019-07-09,872.21,871.19,872.52,866.32,41060.0,870.73,865.91,871.57,870.29,59.97,54.34,61.32
2019-07-10,876.12,872.21,878.32,872.2,41860.0,871.66,866.44,872.4,870.85,49.78,70.22,57.94
2019-07-11,879.1,876.12,880.88,876.12,39210.0,874.13,867.41,873.62,871.63,59.82,65.86,58.54
2019-07-12,874.99,880.06,883.15,874.56,46830.0,875.2,868.08,873.87,871.95,58.39,48.37,54.02
2019-07-15,873.71,875.28,876.82,870.84,42050.0,874.95,869.11,873.84,872.12,37.15,51.07,53.42
2019-07-16,880.91,873.74,880.91,873.74,48670.0,875.75,870.75,875.12,872.96,51.13,63.91,58.63
2019-07-17,879.75,880.69,882.85,877.59,59850.0,876.77,872.02,875.97,873.6,70.13,50.05,67.99
2019-07-18,870.81,879.66,879.66,870.81,44970.0,875.88,872.33,875.03,873.34,47.63,38.28,54.72
2019-07-19,880.79,870.97,881.16,870.97,63930.0,875.93,873.05,876.08,874.05,56.55,62.08,53.36
2019-07-22,879.62,880.49,885.42,878.39,48840.0,876.8,873.58,876.72,874.58,50.77,59.1,55.13
2019-07-23,888.26,879.42,889.04,878.22,48220.0,878.41,874.57,878.82,875.88,67.29,63.35,63.23
2019-07-24,887.39,888.63,892.81,885.66,46410.0,879.53,875.6,880.38,876.98,68.02,59.56,56.25
2019-07-25,890.41,887.43,892.31,885.19,54560.0,880.66,877.4,882.2,878.26,64.06,68.24,57.97
2019-07-26,887.84,890.44,891.9,886.09,45310.0,881.95,878.58,883.23,879.17,61.49,66.22,64.81
2019-07-29,888.54,887.96,889.97,880.92,44920.0,883.43,879.19,884.19,880.06,82.89,60.3,64.44
2019-07-30,877.92,888.7,892.38,877.92,44930.0,883.13,879.44,883.05,879.86,44.8,48.03,51.42
2019-07-31,883.19,877.8,885.86,874.39,43400.0,883.48,880.12,883.08,880.18,55.63,64.45,53.12
2019-08-01,887.39,884.29,887.39,881.52,41760.0,885.14,880.5,883.86,880.86,48.4,58.9,59.45
2019-08-02,885.29,887.06,887.06,877.76,54740.0,885.58,880.76,884.12,881.28,46.31,57.46,58.71
2019-08-05,872.39,883.34,884.09,872.39,53470.0,884.86,880.83,881.99,880.44,26.51,31.22,44.09
2019-08-06,866.13,870.82,870.82,858.02,52910.0,882.65,880.53,879.1,879.07,24.19,27.69,41.18
2019-08-07,868.27,866.13,872.05,863.57,40020.0,880.74,880.14,877.13,878.05,26.7,26.33,48.2
2019-08-08,875.81,868.2,877.32,866.69,58880.0,879.28,879.97,876.89,877.83,47.39,38.37,46.34
2019-08-09,878.62,875.81,880.29,874.51,46670.0,878.35,880.15,877.21,877.91,43.98,40.79,49.28
2019-08-12,882.23,878.56,883.41,877.33,44750.0,877.72,880.58,878.12,878.32,43.09,54.6,45.33
2019-08-13,877.97,882.23,882.23,875.32,59070.0,877.73,880.43,878.09,878.29,40.74,44.3,43.07
2019-08-14,880.51,880.04,886.8,880.04,44300.0,877.46,880.47,878.53,878.5,63.92,42.21,42.67
2019-08-15,890.78,874.42,890.78,867.95,50400.0,877.8,881.47,880.76,879.67,87.16,55.25,51.95
2019-08-16,892.44,890.39,900.31,886.87,70250.0,878.52,882.05,882.88,880.88,86.97,74.4,52.56
2019-08-19,891.78,892.32,897.03,889.34,39310.0,880.45,882.66,884.5,881.92,80.94,86.14,60.47
2019-08-20,894.45,891.73,894.86,890.96,41240.0,883.29,882.97,886.31,883.11,80.83,86.34,58.85
2019-08-21,900.54,894.45,901.25,892.05,56160.0,886.51,883.62,888.9,884.77,82.52,85.77,60.04
2019-08-22,901.29,901.28,904.41,899.58,46930.0,889.06,884.17,891.15,886.35,97.32,84.87,62.47
2019-08-23,900.53,901.53,902.5,896.87,49590.0,891.25,884.8,892.86,887.7,93.79,80.85,77.05
2019-08-26,892.48,899.1,899.1,887.05,65310.0,892.28,885.0,892.79,888.15,54.12,71.69,74.48
2019-08-27,886.91,892.48,899.29,886.91,59290.0,893.17,885.45,891.72,888.04,38.74,58.77,66.28
2019-08-28,886.08,886.82,890.58,885.23,41620.0,893.73,885.59,890.69,887.85,38.47,41.31,60.16
2019-08-29,889.13,886.04,889.13,882.14,42610.0,893.56,885.68,890.41,887.97,39.4,44.18,60.35
2019-08-30,892.51,888.94,893.57,888.83,40840.0,893.57,886.04,890.79,888.4,32.07,51.17,60.17
2019-09-03,888.97,892.83,894.11,886.02,45770.0,893.29,886.87,890.46,888.46,25.54,41.44,61.04
2019-09-04,887.12,888.95,890.31,883.91,41240.0,892.56,887.92,889.85,888.33,24.48,25.85,56.73
2019-09-05,886.1,887.21,891.43,886.1,42080.0,891.11,888.81,889.17,888.12,33.42,22.92,44.13
2019-09-06,885.95,885.93,889.49,884.9,40540.0,889.58,889.32,888.58,887.91,46.53,23.43,41.54
2019-09-09,885.61,885.95,887.01,883.43,37160.0,888.09,889.67,888.04,887.69,48.24,32.59,41.89
2019-09-10,883.04,885.84,888.57,881.04,46270.0,887.14,889.71,887.13,887.25,26.3,38.43,34.97
2019-09-11,885.52,882.9,886.12,881.34,34850.0,887.0,890.09,886.84,887.08,20.75,48.48,28.13
2019-09-12,894.32,886.12,894.32,886.12,48190.0,887.83,890.78,888.2,887.77,65.54,60.75,41.78
2019-09-13,905.05,894.21,905.31,893.8,67620.0,889.42,891.49,891.26,889.42,84.36,69.92,54.32
2019-09-16,908.6,905.0,909.7,902.82,52500.0,891.03,892.3,894.42,891.25,89.31,81.17,66.84
2019-09-17,912.38,908.6,912.89,904.36,49770.0,893.37,893.33,897.68,893.26,90.98,87.79,77.64
2019-09-18,913.48,912.42,915.09,911.08,64920.0,896.01,894.28,900.55,895.18,92.21,90.87,79.56
2019-09-19,918.88,913.4,918.88,909.88,57540.0,899.28,895.2,903.89,897.44,100.0,92.49,80.55
2019-09-20,915.16,918.88,920.77,914.55,72090.0,902.2,895.89,905.94,899.13,89.97,85.07,73.1
2019-09-23,909.98,914.73,918.42,909.98,63690.0,904.64,896.36,906.67,900.16,73.4,80.11,70.73
2019-09-24,910.76,909.98,914.02,908.03,50420.0,907.41,897.28,907.41,901.17,62.14,79.32,73.83
2019-09-25,912.42,910.57,913.33,906.6,51190.0,910.1,898.55,908.32,902.24,58.83,75.21,76.19
2019-09-26,918.1,912.91,918.1,911.57,61820.0,912.48,900.15,910.1,903.75,62.16,71.15,78.82
2019-09-27,924.83,918.1,925.58,917.72,64120.0,914.46,901.94,912.78,905.76,69.47,73.85,81.55
2019-09-30,922.89,924.83,930.88,922.62,63290.0,915.89,903.46,914.62,907.39,57.8,66.32,82.38
2019-10-01,926.31,922.87,926.31,921.69,59810.0,917.28,905.32,916.74,909.19,71.96,68.59,82.65
2019-10-02,919.73,926.44,927.43,917.68,69140.0,917.91,906.96,917.29,910.2,68.2,51.19,71.09
2019-10-03,921.7,919.63,921.7,911.6,63660.0,918.19,908.74,918.09,911.29,69.55,59.63,66.17
